Guliamova Sitora,Team Leader,https://sitic.app/cf05f8519be9ca6b58ab30623b751eda.jpeg,https://github.com/sitic96
Lisovich Ruslan,iOS Developer,https://sitic.app/1d1a159263333ec1fde50871b0a048e9-2.jpeg,https://github.com/foxlis87
Aleshin Vadim,iOS Developer,https://sitic.app/3cd00c535ff7a9973cba3807ba0997f1.jpeg,https://github.com/Mov4D
Chekmareva Arina,UI Designer Illustrator,https://sitic.app/d3cdc8b2f9ce84f7a1d9baf710388e03.jpeg,https://vk.com/legends_esther
Gorbenko Roman,Backend and iOS Developer,https://sitic.app/6bed0a380783af10aca6c60bf88f58ec.jpeg,https://github.com/rofle100lvl
Guliamov Timur,Support iOS Developer,https://sitic.app/f7704fc597c3b38ff9105f0dd4d54f54.jpeg,https://github.com/tplaymeow
Sysoev Gleb,iOS Developer,https://sitic.app/7d25f52ec7dffe68ddbcf9dc4014cd23.jpeg,https://github.com/LolleyBall
